BANK,IFSC,BRANCH,ADDRESS,PHONE
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001088,BUKKARAYA SAMUDRAM,"D.NO.1/261 & 262 BUKKARAYASAMUDRAM, ANANTAPUR DISTRICT PIN-515 701",277844
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001089,ANANTAPUR-VENUGOPAL NAGAR,"D.NO.16-1-290/A, 17TH WARD, VENUGOPALNAGAR-ANANTAPUR ANANTAPUR DISTRICT PIN-515 001",274368
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001090,"M. G. ROAD, KADIRI","D.NO.6-39, M.G.ROAD, KADIRI POST & MANDAL ANANTAPUR DISTRICT PIN-515 519",225032
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001091,NAGASAMUDRAM,NAGASAMUDRAM VIL & PO GUNTAKAL MANDAL ANANTAPUR DISTRICT PIN-515 401,200339
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001092,KODURU,KODUR VILLAGE & PO CHILAMATHUR MANDAL ANANTAPUR DISTRICT PIN- 515 601,9491308348
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001093,MOHAMMADABAD,"MOHAMMADABAD-515561  MOHAMMADABAD VIL &POSTAMADAGURU (M), ANANTAPUR (D)",9491308347
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001094,ENUMULADODDI,"D.NO.3/30,  ENUMULADODDI VILLAGE, KUNDURPI MANDAL ANANTAPUR PIN-515766",7382600290
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001095,CHIGICHERLA,"D.NO.1-A-170,  CHIGICHERLA VILLAGE, DHARMAVARAM MANDAL ANANTAPUR PIN-515672",7382600291
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001096,GANGAVARAM,"GANGAVARAM VILLAGE, BELAGUPPA MANDAL ANANTAPUR PIN-515 761",7382600292
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001097,GODISELAPALLI,"D. NO. 4/117, GODISELAPALLI VILLAGE & POST, D. HIREHAL  MANDAL, ANANTAPUR DISTRICT, PIN-515 871",7382633818
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001098,BASAVANAHALLI,"D. NO. 1/194, BASAVANAHALLI VILLAGE, AMARAPURAM MANDAL, ANANTAPUR DISTRICT,  PIN-515305",7382633706
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001099,RATNAGIRI,"D. NO. 9/302 A, RATNAGIRI VILLAGE & POST, ROLLA MANDAL, ANANTAPUR.  DISTRICT, PIN-515321",7382633813
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001100,RAMAGIRI,"RAMAGIRI VILLAGE & POST, RAMAGIRI MANDAL, ANANTAPUR DISTRICT, PIN-515672",7382633821
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001101,TAPOVANAM-A,"TAPOVANAM, ANANTAPUR MANDAL, ANANTAPUR DIST",7382612441
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001102,VENGALAMMA CHERUVU,"D.NO 1/54, VENGALAMMA CHERUVU VILLAGE, BUKKAPATNAM POST, PUTTAPARTHY MANDAL, ANANTAPUR DISTRICT-515144",7382612442
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001103,DHARMAVARAM KOTHAPET,"D.NO.30/797, DHARMAVARAM MANDAL, ANANTAPUR, PIN515 671",7382633700
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001104,BELUGUPPA,"D.NO.3/5, BELUGUPPA VIL & PO,BELUGUPPA MANDAL, ANANTAPUR, PIN515 741",7382609272
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001105,VANAVOLU,GORANTLA MANDAL,7382633822
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001106,HANUMESH NAGAR,HANUMESH NAGAR GUNTAKAL,9490158418
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001107,KALYANADURG ROAD,DNO 6/64/2 GANESH NAGAR KALYANADURG ROAD ANANTAPURAM,225367
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001108,VIDYUTH NAGAR ANANTAPURAM,"D.NO 11/1/464/2,VIDYUTH NAGAR CIRCLE, ANANTAPURAM",225422
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001109,KALYANADURG VALMIKI CIRICLE,"D.NO 8/1184, HINDUPUR ROAD, VALMIKIN NAGAR, KALYANADURG-515761",220039
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001110,TADIPATRI SANJEEV NAGAR,"DNO 13/915, FIRST ROAD, SANJEEV NAGAR, OPP KRISHNAPURAM,TADIPATRI",227645
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001111,NANEPPA NAGAR,"D.NO 5/4/13A, NANEPPA NAGAR, LEPAKSHI ROAD, HINDUPUR.",9494038574
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001112,HINDUPUR RPGT ROAD,"17/1/4, HINDUPUR RGPT ROAD, HINDUPUR, ANANTAPURAM DISTRICT,ANDHRA PRADESH.",9493327247
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001113,NARSIMPALLI,"ANDHRA PRAGATHI GRAMEENA BANK,NARASIMPALLI BRANCH,OPP POST OFFICE,NARASIMPALLI. TADIMARRI(MANDAL),ANANTAPUR(DIST),ANDHRA PRADESH",9441368438
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001114,RUDRAMPETA,"DNO 1/99-1,NEAR BYEPASS ROAD,RUDRAMPETA,ANANTAPUR(TOWN),ANDHRA PRADESH",9490158195
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001115,KONDAKAMARLA,"DNO 5/211, MAIN ROAD, KONDAKAMARLA VILLAGE,KONDAKAMARLA POST,OBULADEVARA CHERUVU MANDAL,ANANTAPUR DIST,ANDHRA PRADESH. PIN-515531",9440570217
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001116,GUTTURU,"DNO 2/62,KOTHACHERUVU ROAD, GUTTURU(VILLAGE),PENUKONDA(MANDAL),ANANTAPURAM (DIST),ANDHRA PRADESH. PIN-515164",8985519989
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001118,RODDAM,"ANDHRA PRAGATHI GRAMEENA BANK,DOOR NO 13/99,MAIN ROAD,RODDAM(POST & MANDAL),ANANTAPURAM(DIST).PIN-515123",7901275041
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001119,REDDIPALLI,"ANDHRA PRAGATHI GRAMEENA BANK,DOOR NO 1/174-A,NALLAMADA MAIN ROAD,REDDIPALLI(VILLAE & POST),NALLAMADA MANDAL,ANANTAPURAM. PIN-515501",7901274208
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001120,BRAHMASAMUDRAM,"D.NO 2/114, BRAHMASAMUDRAM VILLAGE,BRAHMASAMUDRAM MANDAL,ANANTAPURAM (DIST),ANDHRA PRADESH",7382263021
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001121,BOMMANAHL,"D NO 3/159, BOMMAHAHAL (VILLAGE AND MANDAL),ANANTAPURAM(DIST),ANDHRA PRADESH",7901099309
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001122,SANAPA,"DNO 1/140,SANAPA(VILLAGE),ATHMAKUR(MANDAL),ANANTAPURAM(DIST),ANDHRA PRADESH.PIN-515751",7901099310
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001123,CHOLASAMUDRAM,"D.NO 1-4,CHOLASAMUDRAM(V),NEAR SIVALAYAM,KUDAIR MANDAL,ANANTPUR DIST.-515711",9490035128
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001124,KAMBADUR,D NO 5 25 A PUTTANAGARI VEEDHI KAMBADUR VILLEGE KAMBADUR MANDAL,9440237953
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002000,KADAPA RO,"ANDHRA PRAGATHI GRAMEENA BANK,REGIONAL OFFICE,D.NO 4/622/R/3,ARAVINDA NAGAR,OPP RTC BUS STAND,KADAPA-516003",9490158018
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002002,VEERAPANAYANIPALLE,VEERAPUNAYUNIPALLE-516321 VEERAPUNAYUNIPALLE MANDAL KADAPA DISTRICT,270034
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002005,VALLUR,VALLUR-516293 VALLUR MANDAL KADAPA DISTRICT,236482
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002006,VEERABALLE,VEERABALLI-516268 VEERABALLI MANDAL KADAPA DISTRICT,243426
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002007,PORUMAMILLA,PORUMAMILLA-516193 PORUMAMILLA MANDAL KADAPA DISTRICT,285235
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002008,UPPARAPALLE,UPPARAPALLE-516247 SIDDAVATAM MANDAL KADAPA DISTRICT,270066
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002012,VEMULA,VEMULA-516349 VEMULA MANDAL KADAPA DISTRICT,282481
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002013,KADAPA MAIN,"KADAPA MAIN BRANCH NEAR KRISHNA THEATRE, MADRAS ROAD, KADAPA,  KADAPA DISTRICT. PIN  516001",242910
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002014,KORRAPADU,KORRAPADU-516359 RAJUPALEM  MANDAL KADAPA DISTRICT,230157
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002015,PEDDA PASUPULA,PEDDAPASUPULA-516411 PEDDAMUDIAM MANDAL KADAPA DISTRICT,272607
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002018,OBULAVARIPALLE,OBULAVARIPALLE-516108 OBULAVARIPALLE MANDAL KADAPA DISTRICT,256088
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002019,PRODDATUR,"PRODDUTUR-516360 GANDHI ROAD, PRODDUTUR MANDAL KADAPA DISTRICT",243636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002020,RAYAVARAM,RAYAVARAM-516129 T.SUNDUPALLI MANDAL KADAPA DISTRICT,243672
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002022,VEMPALLE,VAIMPALLE-516329 VAIMPALLE MANDAL KADAPA DISTRICT,281242
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002023,KONDAPURAM,KONDAPURAM (K) -516444 KONDAPURAM MANDAL KADAPA DISTRICT,274213
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002024,ATLUR,ATLUR ┬û 516501 ATLUR MANDAL KADAPA DISTRICT,278750
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002032,NANDALUR,NANDALUR-516150 NANDALUR MANDAL KADAPA DISTRICT,243048
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002033,BRAHMAM GARIMATTAM,"BRAHMAMGARI MATTAM-516503 BRAHMAMGARI MATTAM MANDAL, KADAPA DISTRICT",286026
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002035,KANAGUDUR,KANAGUDUR-516175 DUVVUR MANDAL KADAPA DISTRICT,
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002037,CHINTHAKOMMADINNE,CHINTAKOMMADINNE-516003 CHINTAKOMMADINNE MANDAL KADAPA DISTRICT,231377
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002038,CHINNAGURUVALURU,CHINNAGURUVALURU-516172 CHAPADU MANDAL KADAPA DISTRICT,237576
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002039,RAMANAPALLE,RAMANAPALLE-516162 CHENNUR MANDAL KADAPA DISTRICT,235920
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002040,PEDDAMUDIYAM,PEDDAMUDIAM-516412 PEDDAMUDIAM MANDAL KADAPA DISTRICT,272842
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002041,MYLAVARAM,MYLAVARAM-516439 MYLAVARAM MANDAL KADAPA DISTRICT,273446
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002042,LINGALA,LINGALA-516396 LINGALA MANDAL KADAPA DISTRICT,238509
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002043,NALLAPUREDDYPALLE,NALLAPUREDDYPALLE-516390 PULIVENDULA MANDAL KADAPA DISTRICT,239223
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002053,SIDDAVATTAM,SIDDAVATAM-516237 SIDDAVATAM MANDAL KADAPA DISTRICT,272009
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002054,KALASAPADU,KALASAPADU-516217 KALASAPADU  MANDAL KADAPA DISTRICT,286430
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002055,GALIVEEDU,GALIVEEDU-516267 GALIVEEDU MANDAL KADAPA DISTRICT,233206
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002057,KAMALAPURAM,KAMALAPURAM-516289 KAMALAPURAM MANDAL KADAPA DISTRICT,274237
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002067,CHILAMAKUR,CHILAMAKUR-516310 YERRAGUNTLA MANDAL KADAPA DISTRICT,276124
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002072,CHAKRAYPET,CHAKRAYAPET-516260 CHAKRAYAPET MANDAL KADAPA DISTRICT,234616
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002076,RAJAMPET,RAJAMPET-516115 RAJAMPET MANDAL KADAPA DISTRICT,240330
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002078,MYDUKUR,"MYDUKUR-516172, 10TH WARD, BADVEL ROAD,  MYDUKUR MANDAL KADAPA DISTRICT",231260
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002079,SAMBEPALLI,SAMBEPALLE-516215 SAMBEPALLE MANDAL KADAPA DISTRICT,242434
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002082,PENDLIMARRY,PENDLIMARRY-516216 PENDLIMARRY MANDAL KADAPA DISTRICT,
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002083,BADVEL,"BADVEL ┬û 516227 D.NO 8/2A, NEAR RTC BUS STAND,  BADVEL MANDAL KADAPA DISTRICT",284215
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002085,ITUKALAPADU,ITUKALAPADU-516193 B.KODUR MANDAL KADAPA DISTRICT,210599
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002087,NAGARIPADU,"NAGARIPADU-516110 KODUR (RAILWAY) MANDAL,  KADAPA DISTRICT",246485
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002092,CHINNAMANDEM,CHINNAMANDEM-516214 CHINNAMANDEM MANDAL KADAPA DISTRICT,244023
,,,,
ANDHRA PRAGATHI GRAMEENA BANK,APGB002095,VADDIRALA,VADDIRALA-516432 MYLAVARAM MANDAL KADAPA DISTRICT,273037
ANDHRA PRAGATHI GRAMEENA BANK,APGB1002101,THONDUR,THONDURU-516401 THONDURU MANDAL KADAPA DISTRICT,238308
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002102,NARASAPURAM,NARASAPURAM-516217 AVADHOOTA KASINAYANA MANDAL KADAPA DISTRICT,286262
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002107,RAYACHOTI,RAYACHOTY-516268 RAYACHOTY MANDAL KADAPA DISTRICT,251634
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002108,NOOLIVEEDU,NOOLIVEEDU-516272 GALIVEEDU MANDAL KADAPA DISTRICT,234890
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002109,SETTIGUNTA,SETTIGUNTA-516102 RAILWAY KODUR MANDAL KADAPA DISTRICT,247877
,,,,
ANDHRA PRAGATHI GRAMEENA BANK,APGB000211,B.KODURU,"B.KODURU 516228 B.KODURU MANDAL, KADAPA DISTRICT",123456
